Gene stable ID	Source of gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans gene name	Caenorhabditis elegans homology type	Caenorhabditis elegans chromosome/scaffold name	Caenorhabditis elegans chromosome/scaffold start (bp)	Caenorhabditis elegans chromosome/scaffold end (bp)	Gene name	Strand	%id. target Caenorhabditis elegans gene identical to query gene	%id. query gene identical to target Caenorhabditis elegans gene
ENSG00000183023	HGNC Symbol	2	40097270	40611053	WBGene00003566	ncx-1	ortholog_many2many	V	20105632	20120675	SLC8A1	-1	43.6793	48.2955
ENSG00000162639	HGNC Symbol	1	108648290	108661526	WBGene00015349	henn-1	ortholog_one2one	III	8232651	8234591	HENMT1	-1	21.6285	19.2308
ENSG00000037757	HGNC Symbol	19	13764532	13774282	WBGene00007236	C01G10.9	ortholog_one2one	V	15082530	15084139	MRI1	1	41.1924	41.5301
ENSG00000173451	HGNC Symbol	12	71663009	71680639	WBGene00015794	C15F1.1	ortholog_many2many	II	6988778	6991797	THAP2	1	9.64912	6.11111
ENSG00000173451	HGNC Symbol	12	71663009	71680639	WBGene00008260	C52G5.2	ortholog_many2many	X	12843311	12845384	THAP2	1	6.57895	7.8125
ENSG00000173451	HGNC Symbol	12	71663009	71680639	WBGene00016196	C28H8.5	ortholog_many2many	III	5884307	5885848	THAP2	1	10.9649	8.27815
ENSG00000173451	HGNC Symbol	12	71663009	71680639	WBGene00012143	T28H10.2	ortholog_many2many	V	12510645	12512201	THAP2	1	11.8421	11.8421
ENSG00000153774	HGNC Symbol	16	75293698	75433485	WBGene00009565	F39H11.1	ortholog_one2one	I	8696603	8697596	CFDP1	-1	21.7391	29.0179
ENSG00000117020	HGNC Symbol	1	243488233	243851079	WBGene00000102	akt-1	ortholog_many2many	V	10248907	10252895	AKT3	-1	58.4551	51.2821
ENSG00000117020	HGNC Symbol	1	243488233	243851079	WBGene00000103	akt-2	ortholog_many2many	X	14147700	14152070	AKT3	-1	56.5762	51.3258
ENSG00000164082	HGNC Symbol	3	51707070	51718613	WBGene00003232	mgl-1	ortholog_many2many	X	9968517	9976392	GRM2	1	42.3165	38.7605
ENSG00000164082	HGNC Symbol	3	51707070	51718613	WBGene00021152	mgl-3	ortholog_many2many	IV	5423576	5450802	GRM2	1	38.3028	33.1349
ENSG00000164082	HGNC Symbol	3	51707070	51718613	WBGene00003233	mgl-2	ortholog_many2many	I	10384219	10391388	GRM2	1	35.6651	30.0483
ENSG00000131069	HGNC Symbol	20	34872146	34927962	WBGene00007969	acs-19	ortholog_one2one	III	3864036	3867098	ACSS2	1	50.2801	52.7941
ENSG00000135317	HGNC Symbol	6	85505496	85594156	WBGene00013011	snx-14	ortholog_one2one	II	13522919	13531218	SNX14	-1	23.4672	22.863
ENSG00000167702	HGNC Symbol	8	144466043	144474202	WBGene00002226	klp-16	ortholog_many2many	I	9512428	9514755	KIFC2	1	18.0191	25.724
ENSG00000167702	HGNC Symbol	8	144466043	144474202	WBGene00002225	klp-15	ortholog_many2many	I	5577055	5579394	KIFC2	1	17.5418	25.0426
ENSG00000167702	HGNC Symbol	8	144466043	144474202	WBGene00002227	klp-17	ortholog_many2many	II	11465940	11467641	KIFC2	1	13.3652	23.7792
ENSG00000242389	HGNC Symbol	Y	21903618	21918067	WBGene00004705	rsp-8	ortholog_one2many	III	11826215	11830996	RBMY1E	-1	10.4839	16.8285
ENSG00000175029	HGNC Symbol	10	124984317	125161170	WBGene00006424	ctbp-1	ortholog_one2many	X	5862708	5873320	CTBP2	-1	25.5838	34.663
ENSG00000141551	HGNC Symbol	17	82239023	82273731	WBGene00002203	kin-20	ortholog_one2many	X	15269074	15281110	CSNK1D	-1	57.3494	47.8873
ENSG00000105402	HGNC Symbol	19	47487637	47515240	WBGene00017016	snap-1	ortholog_one2many	V	8130388	8133329	NAPA	-1	50.5085	50.5085
ENSG00000175727	HGNC Symbol	12	122078722	122147347	WBGene00003378	mml-1	ortholog_one2many	III	7370131	7374731	MLXIP	1	21.9804	20.0198
ENSG00000100599	HGNC Symbol	14	92513774	92688994	WBGene00008183	rin-1	ortholog_one2many	V	14784167	14815659	RIN3	1	19.8985	10.3704
ENSG00000174225	HGNC Symbol	X	100969708	100990829	WBGene00021349	arl-13	ortholog_one2many	I	2065727	2069049	ARL13A	1	18.3594	12.7027
ENSG00000160973	HGNC Symbol	8	144473412	144476335	WBGene00002601	let-381	ortholog_one2one	I	6320289	6324018	FOXH1	-1	17.2603	17.4033
ENSG00000163798	HGNC Symbol	2	27663471	27694976	WBGene00014011	ZK632.2	ortholog_one2one	III	9799107	9802333	SLC4A1AP	1	22.7387	25.493
ENSG00000171365	HGNC Symbol	X	49922615	50099235	WBGene00000532	clh-5	ortholog_one2many	II	9094710	9098605	CLCN5	1	48.4069	49.5609
ENSG00000258064	Clone-based (Ensembl) gene	12	71674204	71698968	WBGene00015794	C15F1.1	ortholog_many2many	II	6988778	6991797	AC073612.1	1	11.9048	2.77778
ENSG00000258064	Clone-based (Ensembl) gene	12	71674204	71698968	WBGene00008260	C52G5.2	ortholog_many2many	X	12843311	12845384	AC073612.1	1	8.33333	3.64583
ENSG00000258064	Clone-based (Ensembl) gene	12	71674204	71698968	WBGene00016196	C28H8.5	ortholog_many2many	III	5884307	5885848	AC073612.1	1	13.0952	3.64238
ENSG00000258064	Clone-based (Ensembl) gene	12	71674204	71698968	WBGene00012143	T28H10.2	ortholog_many2many	V	12510645	12512201	AC073612.1	1	14.2857	5.26316
ENSG00000114204	HGNC Symbol	3	167441789	167479004	WBGene00005642	srp-1	ortholog_many2many	V	753283	755124	SERPINI2	-1	21.2048	24.0437
ENSG00000114204	HGNC Symbol	3	167441789	167479004	WBGene00005644	srp-3	ortholog_many2many	V	1908855	1910692	SERPINI2	-1	23.8554	27.3481
ENSG00000114204	HGNC Symbol	3	167441789	167479004	WBGene00005649	srp-8	ortholog_many2many	V	8183730	8185772	SERPINI2	-1	20.9639	23.3871
ENSG00000114204	HGNC Symbol	3	167441789	167479004	WBGene00005647	srp-6	ortholog_many2many	V	7384232	7386173	SERPINI2	-1	25.3012	28
ENSG00000114204	HGNC Symbol	3	167441789	167479004	WBGene00005643	srp-2	ortholog_many2many	V	762734	764593	SERPINI2	-1	24.8193	28.6908
ENSG00000114204	HGNC Symbol	3	167441789	167479004	WBGene00005648	srp-7	ortholog_many2many	V	8179131	8183442	SERPINI2	-1	26.2651	29.2225
ENSG00000144848	HGNC Symbol	3	112532509	112562046	WBGene00021922	atg-3	ortholog_one2one	IV	1010054	1012502	ATG3	-1	51.5924	53.1148
ENSG00000125772	HGNC Symbol	20	5544404	5611026	WBGene00019612	gpcp-1	ortholog_one2many	X	3106543	3110630	GPCPD1	-1	20.6845	20.1449
ENSG00000125772	HGNC Symbol	20	5544404	5611026	WBGene00011511	gpcp-2	ortholog_one2many	II	8067990	8073372	GPCPD1	-1	21.5774	18.2161
ENSG00000115211	HGNC Symbol	2	27364352	27370486	WBGene00008670	eif-2Bdelta	ortholog_one2one	V	9513824	9517585	EIF2B4	-1	20.7721	21.3611
ENSG00000186281	HGNC Symbol	2	96021946	96039451	WBGene00017261	acl-6	ortholog_one2many	V	5433392	5437066	GPAT2	-1	15.9748	17.688
ENSG00000136943	HGNC Symbol	9	97029679	97039643	WBGene00000776	cpl-1	ortholog_one2many	V	16592572	16595346	CTSV	-1	47.9042	47.4777
ENSG00000122026	HGNC Symbol	13	27251309	27256691	WBGene00004433	rpl-21	ortholog_one2one	III	8129551	8130227	RPL21	1	63.75	63.354
ENSG00000160392	HGNC Symbol	19	40319536	40348527	WBGene00010002	F53F8.5	ortholog_one2one	V	20700340	20704048	C19orf47	-1	15.8768	18.2065
ENSG00000127463	HGNC Symbol	1	19215664	19251552	WBGene00019209	emc-1	ortholog_one2one	II	1489930	1500330	EMC1	-1	27.5932	28.9641
ENSG00000084652	HGNC Symbol	1	32179686	32198285	WBGene00011917	T22C1.6	ortholog_one2many	I	7942719	7945588	TXLNA	1	17.5824	28.6567
ENSG00000119547	HGNC Symbol	18	57435685	57491297	WBGene00015934	ceh-48	ortholog_one2many	IV	6812108	6815607	ONECUT2	1	34.9206	38.3442
ENSG00000080371	HGNC Symbol	12	71754874	71800285	WBGene00004279	rab-21	ortholog_one2one	II	8713992	8715013	RAB21	1	48	52.1739
ENSG00000035687	HGNC Symbol	1	244408494	244452134	WBGene00016509	adss-1	ortholog_one2many	V	4818701	4823344	ADSS	-1	42.5439	42.4508
ENSG00000145916	HGNC Symbol	5	178130996	178150565	WBGene00020301	T07D1.2	ortholog_one2many	X	2429862	2439158	RMND5B	1	23.4097	21.2963
ENSG00000175175	HGNC Symbol	17	58755869	58985176	WBGene00001412	fem-2	ortholog_one2many	III	631938	634645	PPM1E	1	12.9801	21.8263
ENSG00000143815	HGNC Symbol	1	225401502	225428925	WBGene00007126	dhcr-7	ortholog_one2many	V	20480792	20485385	LBR	-1	16.5854	22.3195
ENSG00000160396	HGNC Symbol	19	40379271	40390187	WBGene00001994	hpk-1	ortholog_one2many	X	4210573	4217290	HIPK4	-1	30.0325	21.8676
ENSG00000138495	HGNC Symbol	3	119654513	119677454	WBGene00018240	cox-17	ortholog_one2one	III	190986	191981	COX17	-1	60.3175	60.3175
ENSG00000140459	HGNC Symbol	15	74337759	74367740	WBGene00000375	cyp-44A1	ortholog_one2many	II	5503966	5506115	CYP11A1	-1	19.9616	21.2679
ENSG00000152760	HGNC Symbol	1	66752459	66778787	WBGene00017014	dylt-2	ortholog_one2many	X	8939389	8940143	TCTEX1D1	1	13.4078	19.5122
ENSG00000154380	HGNC Symbol	1	225486835	225653142	WBGene00006770	unc-34	ortholog_one2many	V	982534	996207	ENAH	-1	18.7817	23.7179
ENSG00000174804	HGNC Symbol	11	86945679	86955391	WBGene00003238	mig-1	ortholog_one2one	I	948569	957404	FZD4	-1	23.8361	24.1966
ENSG00000116833	HGNC Symbol	1	200027602	200177424	WBGene00003623	nhr-25	ortholog_one2many	X	13008493	13013962	NR5A2	1	26.9871	25.5245
ENSG00000136003	HGNC Symbol	12	108562582	108569384	WBGene00012885	Y45F10D.4	ortholog_one2one	IV	13783962	13784680	ISCU	1	61.6766	67.3203
ENSG00000145912	HGNC Symbol	5	178149460	178153967	WBGene00012964	Y48A6B.3	ortholog_one2one	III	11008222	11008934	NHP2	-1	43.1373	40.4908
ENSG00000172995	HGNC Symbol	3	35638945	35794496	WBGene00022664	ZK121.2	ortholog_one2many	III	5341682	5344273	ARPP21	1	15.1292	22.043
ENSG00000122140	HGNC Symbol	9	135499984	135504673	WBGene00020718	mrps-2	ortholog_one2one	V	8465617	8467159	MRPS2	1	27.3649	30.6818
ENSG00000129244	HGNC Symbol	17	7646627	7657768	WBGene00007646	nkb-1	ortholog_many2many	I	9431098	9433828	ATP1B2	1	26.2069	23.75
ENSG00000129244	HGNC Symbol	17	7646627	7657768	WBGene00010117	nkb-3	ortholog_many2many	X	13765331	13770558	ATP1B2	1	27.5862	25.2366
ENSG00000136807	HGNC Symbol	9	127785679	127790787	WBGene00000410	cdk-9	ortholog_one2one	I	11323527	11333152	CDK9	1	50.8064	39.5397
ENSG00000182853	HGNC Symbol	17	4785285	4786433	WBGene00020179	T02H6.9	ortholog_one2many	II	679025	679714	VMO1	-1	27.7228	28.2828
ENSG00000182853	HGNC Symbol	17	4785285	4786433	WBGene00012631	Y38H6C.19	ortholog_one2many	V	20552294	20553071	VMO1	-1	34.1584	34.8485
ENSG00000182853	HGNC Symbol	17	4785285	4786433	WBGene00013194	Y54E2A.9	ortholog_one2many	II	14785184	14785995	VMO1	-1	29.2079	29.798
ENSG00000182853	HGNC Symbol	17	4785285	4786433	WBGene00021176	Y9C9A.1	ortholog_one2many	IV	4963883	4965369	VMO1	-1	34.1584	20.597
ENSG00000182853	HGNC Symbol	17	4785285	4786433	WBGene00013290	Y57G11A.2	ortholog_one2many	IV	14517022	14519539	VMO1	-1	23.7624	7.5
ENSG00000182853	HGNC Symbol	17	4785285	4786433	WBGene00017876	F28A10.8	ortholog_one2many	II	837719	838470	VMO1	-1	28.7129	28.7129
ENSG00000182853	HGNC Symbol	17	4785285	4786433	WBGene00021457	Y39F10C.1	ortholog_one2many	II	675603	678347	VMO1	-1	25.2475	12.75
ENSG00000182853	HGNC Symbol	17	4785285	4786433	WBGene00021494	Y40B10B.1	ortholog_one2many	V	1960137	1961403	VMO1	-1	31.1881	18.6944
ENSG00000182853	HGNC Symbol	17	4785285	4786433	WBGene00018504	F46F5.13	ortholog_one2many	II	803309	803717	VMO1	-1	16.8317	30.3571
ENSG00000006747	HGNC Symbol	7	12570577	12660179	WBGene00010593	gsnl-1	ortholog_one2many	V	9497042	9499372	SCIN	1	25.8741	38.9474
ENSG00000053372	HGNC Symbol	1	19251539	19260128	WBGene00017347	F10E7.5	ortholog_one2one	II	7111978	7112982	MRTO4	1	46.4435	50.4545
ENSG00000145217	HGNC Symbol	4	979073	993440	WBGene00010788	sulp-4	ortholog_many2many	V	11875360	11879141	SLC26A1	-1	27.5321	25.7677
ENSG00000145217	HGNC Symbol	4	979073	993440	WBGene00012259	sulp-7	ortholog_many2many	X	11080678	11087474	SLC26A1	-1	26.5335	31.9588
ENSG00000145217	HGNC Symbol	4	979073	993440	WBGene00013963	sulp-8	ortholog_many2many	V	9670028	9673630	SLC26A1	-1	27.1041	31.0966
ENSG00000145217	HGNC Symbol	4	979073	993440	WBGene00017464	sulp-2	ortholog_many2many	X	5595778	5599330	SLC26A1	-1	25.107	26.9939
ENSG00000145217	HGNC Symbol	4	979073	993440	WBGene00018283	sulp-3	ortholog_many2many	X	8403539	8408367	SLC26A1	-1	24.9643	22.3785
ENSG00000145217	HGNC Symbol	4	979073	993440	WBGene00010789	sulp-5	ortholog_many2many	V	11880068	11883160	SLC26A1	-1	27.1041	26.2069
ENSG00000122687	HGNC Symbol	7	2234231	2242198	WBGene00009735	F45G2.9	ortholog_one2one	III	13435771	13436943	MRM2	-1	34.1463	39.2523
ENSG00000118094	HGNC Symbol	11	118657316	118679690	WBGene00006611	tre-5	ortholog_one2many	II	53013	55304	TREH	-1	37.2213	32.1958
ENSG00000118094	HGNC Symbol	11	118657316	118679690	WBGene00006610	tre-4	ortholog_one2many	X	13472155	13475899	TREH	-1	33.9623	31.1811
ENSG00000118094	HGNC Symbol	11	118657316	118679690	WBGene00006608	tre-2	ortholog_one2many	IV	6876737	6883461	TREH	-1	35.6775	30.9985
ENSG00000118094	HGNC Symbol	11	118657316	118679690	WBGene00006607	tre-1	ortholog_one2many	I	6554729	6558623	TREH	-1	37.5643	38.6243
ENSG00000118094	HGNC Symbol	11	118657316	118679690	WBGene00006609	tre-3	ortholog_one2many	V	11709775	11715903	TREH	-1	37.7358	36.1842
ENSG00000182327	HGNC Symbol	17	4788959	4790390	WBGene00018632	tag-296	ortholog_many2many	I	10933810	10935712	GLTPD2	1	15.8076	16.3701
ENSG00000182327	HGNC Symbol	17	4788959	4790390	WBGene00010666	K08E4.2	ortholog_many2many	IV	12055670	12056656	GLTPD2	1	14.7766	20.1878
ENSG00000145214	HGNC Symbol	4	958887	986895	WBGene00000958	dgk-1	ortholog_one2one	X	984581	991456	DGKQ	-1	35.6688	35.2941
ENSG00000198522	HGNC Symbol	2	27628247	27651508	WBGene00001661	gop-2	ortholog_one2one	III	5259023	5260512	GPN1	1	45.8763	50.1408
ENSG00000134186	HGNC Symbol	1	108692323	108701803	WBGene00022434	Y108G3AL.2	ortholog_one2one	V	166989	176823	PRPF38B	1	23.2601	38.8379
ENSG00000171928	HGNC Symbol	17	18780995	18806714	WBGene00016400	C34D4.4	ortholog_one2many	IV	7149361	7150692	TVP23B	1	32.6829	32.6829
ENSG00000162236	HGNC Symbol	11	62806897	62832088	WBGene00006373	syx-5	ortholog_one2one	V	11764904	11767222	STX5	-1	38.3099	32.9298
ENSG00000171495	HGNC Symbol	5	40998017	41071342	WBGene00016418	hpo-27	ortholog_one2many	I	5906662	5918229	MROH2B	-1	18.9274	16.9683
ENSG00000115459	HGNC Symbol	2	85354394	85391752	WBGene00008348	C56G7.3	ortholog_one2one	III	3389894	3392525	ELMOD3	1	17.3228	20.4969
ENSG00000198668	HGNC Symbol	14	90396502	90408261	WBGene00000552	cmd-1	ortholog_one2many	V	1156271	1158174	CALM1	1	97.9866	97.9866
ENSG00000127472	HGNC Symbol	1	20028179	20091190	WBGene00015406	C03H5.4	ortholog_many2many	II	375250	375835	PLA2G5	1	29.7101	25.625
ENSG00000127472	HGNC Symbol	1	20028179	20091190	WBGene00007419	C07E3.9	ortholog_many2many	II	10350760	10351613	PLA2G5	1	28.2609	25.4902
ENSG00000143742	HGNC Symbol	1	225777813	225790466	WBGene00013984	ZK512.4	ortholog_one2one	III	9145325	9145976	SRP9	1	45.3488	51.3158
ENSG00000162702	HGNC Symbol	1	200404940	200410056	WBGene00019751	M03D4.4	ortholog_one2many	IV	6121773	6127302	ZNF281	-1	6.81564	12.0792
ENSG00000121644	HGNC Symbol	1	244652935	244709033	WBGene00018090	F36D4.5	ortholog_one2one	V	9419292	9425762	DESI2	1	51.5464	29.9401
ENSG00000076053	HGNC Symbol	11	114400030	114414203	WBGene00012558	Y37D8A.21	ortholog_one2many	III	12928370	12931867	RBM7	1	21.7228	23.8683
ENSG00000141127	HGNC Symbol	17	18840085	18931287	WBGene00012258	W04G3.5	ortholog_one2many	X	11073658	11076043	PRPSAP2	1	57.1816	59.6045
ENSG00000144283	HGNC Symbol	2	158456964	158682879	WBGene00002175	jac-1	ortholog_one2many	IV	15997858	16026847	PKP4	1	23.4899	22.293
ENSG00000153914	HGNC Symbol	5	66139971	66183615	WBGene00004704	rsp-7	ortholog_one2many	II	10659206	10662317	SREK1	1	26.7628	36.9469
ENSG00000198791	HGNC Symbol	8	17224964	17246878	WBGene00000369	ccf-1	ortholog_one2many	III	11918828	11920237	CNOT7	-1	44.9123	41.2903
ENSG00000196511	HGNC Symbol	7	144451941	144836395	WBGene00014027	tpk-1	ortholog_one2one	III	8912144	8913632	TPK1	-1	30.0412	30.0412
ENSG00000142507	HGNC Symbol	17	4796144	4798503	WBGene00003947	pbs-1	ortholog_one2many	IV	1708804	1709745	PSMB6	1	39.749	39.749
ENSG00000030582	HGNC Symbol	17	44345086	44353102	WBGene00011936	pgrn-1	ortholog_one2one	I	11701631	11703698	GRN	1	19.2243	31.8436
ENSG00000100346	HGNC Symbol	22	39570753	39689737	WBGene00000367	cca-1	ortholog_one2many	X	7847682	7875954	CACNA1I	1	37.4269	44.1379
ENSG00000076043	HGNC Symbol	11	114439386	114450279	WBGene00007429	C08B6.8	ortholog_one2one	V	10134643	10143081	REXO2	1	36.7089	45.0777
ENSG00000108506	HGNC Symbol	17	61865367	61928016	WBGene00013877	ZC376.6	ortholog_one2one	V	14185691	14192156	INTS2	-1	16.6944	17.3875
ENSG00000184908	HGNC Symbol	1	16043736	16057308	WBGene00000531	clh-4	ortholog_many2many	X	4094867	4100573	CLCNKB	1	35.5167	22.4885
ENSG00000184908	HGNC Symbol	1	16043736	16057308	WBGene00000528	clh-1	ortholog_many2many	II	11846508	11854743	CLCNKB	1	31.1499	23.6203
ENSG00000184908	HGNC Symbol	1	16043736	16057308	WBGene00000530	clh-3	ortholog_many2many	II	7217955	7225648	CLCNKB	1	36.9723	23.2814
ENSG00000184908	HGNC Symbol	1	16043736	16057308	WBGene00000529	clh-2	ortholog_many2many	II	11358447	11370311	CLCNKB	1	32.8967	25.6818
ENSG00000118200	HGNC Symbol	1	200739558	200860704	WBGene00004121	ptrn-1	ortholog_one2many	X	17021821	17030219	CAMSAP2	1	17.7972	23.8309
ENSG00000140553	HGNC Symbol	15	90930180	90954093	WBGene00006781	unc-45	ortholog_one2many	III	491547	502625	UNC45A	1	32.4153	31.8418
ENSG00000110880	HGNC Symbol	12	108645109	108731596	WBGene00000768	cor-1	ortholog_one2many	III	10249111	10254709	CORO1C	-1	42.8843	37.2323
ENSG00000143819	HGNC Symbol	1	225810092	225845563	WBGene00020909	W01A11.1	ortholog_one2many	V	6499224	6502428	EPHX1	1	45.0549	45.354
ENSG00000143819	HGNC Symbol	1	225810092	225845563	WBGene00045379	C45B11.6	ortholog_one2many	V	11044067	11045734	EPHX1	1	28.7912	28.6652
ENSG00000155975	HGNC Symbol	8	17246571	17302427	WBGene00016990	vps-37	ortholog_one2many	V	5592685	5593612	VPS37A	1	10.3275	17.5214
ENSG00000101972	HGNC Symbol	X	123960212	124422664	WBGene00004738	scc-3	ortholog_one2many	V	12763945	12767933	STAG2	1	28.7855	33.3029
ENSG00000147082	HGNC Symbol	X	50202713	50351910	WBGene00000868	cyb-3	ortholog_one2one	V	15395696	15397348	CCNB3	1	8.96057	32.4675
ENSG00000104643	HGNC Symbol	8	11284416	11328146	WBGene00003479	mtm-9	ortholog_one2one	V	3743576	3749401	MTMR9	1	43.5337	42.0035
ENSG00000003987	HGNC Symbol	8	17298030	17413528	WBGene00003478	mtm-6	ortholog_one2many	III	13347085	13355683	MTMR7	-1	40.7576	34.399
ENSG00000255835	Clone-based (Ensembl) gene	1	225886696	225924278	WBGene00010924	M153.1	ortholog_one2many	X	12146832	12148529	AL117348.2	-1	25.3482	32.6165
ENSG00000169375	HGNC Symbol	15	75369379	75455842	WBGene00004117	sin-3	ortholog_one2many	I	8416831	8425042	SIN3A	-1	22.231	18.779
ENSG00000143811	HGNC Symbol	1	225919877	225924340	WBGene00010924	M153.1	ortholog_one2many	X	12146832	12148529	PYCR2	-1	39.6875	45.5197
ENSG00000132323	HGNC Symbol	2	238170401	238203729	WBGene00009354	F33A8.6	ortholog_one2one	II	11050260	11058102	ILKAP	-1	33.1633	40.3727
ENSG00000120265	HGNC Symbol	6	149749443	149811420	WBGene00003954	pcm-1	ortholog_one2one	V	5960585	5963882	PCMT1	1	41.6084	52.8889
ENSG00000143627	HGNC Symbol	1	155289293	155301434	WBGene00009126	pyk-1	ortholog_many2many	I	9168432	9177488	PKLR	-1	54.007	33.954
ENSG00000143627	HGNC Symbol	1	155289293	155301434	WBGene00014001	pyk-2	ortholog_many2many	IV	10909915	10913078	PKLR	-1	49.6516	55.3398
ENSG00000258052	Clone-based (Ensembl) gene	12	69801669	69855363	WBGene00010045	F54C9.11	ortholog_one2many	II	8583034	8585086	AC025263.2	1	36.8421	7.62943
ENSG00000198431	HGNC Symbol	12	104215779	104350305	WBGene00015553	trxr-1	ortholog_one2many	IV	7011960	7016542	TXNRD1	1	49.3066	47.976
ENSG00000186501	HGNC Symbol	1	27322145	27336400	WBGene00019221	H20J04.6	ortholog_one2one	II	4323256	4324187	TMEM222	1	40.8654	50.5952
ENSG00000166268	HGNC Symbol	12	69825304	69959097	WBGene00008999	myrf-2	ortholog_many2many	X	10180953	10194377	MYRFL	1	24.2857	21.9029
ENSG00000166268	HGNC Symbol	12	69825304	69959097	WBGene00004134	myrf-1	ortholog_many2many	II	10496987	10502541	MYRFL	1	22.7473	22.2342
ENSG00000163462	HGNC Symbol	1	155173787	155184971	WBGene00016539	madd-2	ortholog_one2many	V	1223901	1235445	TRIM46	1	18.4453	18.3007
ENSG00000137962	HGNC Symbol	1	94148988	94275068	WBGene00014051	spv-1	ortholog_one2many	II	7912093	7928694	ARHGAP29	-1	18.3188	23.913
ENSG00000163354	HGNC Symbol	1	155018520	155033781	WBGene00007117	spe-42	ortholog_one2one	V	11733733	11736968	DCST2	-1	13.066	13.0491
ENSG00000160688	HGNC Symbol	1	154983338	154993111	WBGene00011271	flad-1	ortholog_one2one	II	9944026	9947121	FLAD1	1	31.6865	35.8382
ENSG00000110075	HGNC Symbol	11	68460731	68615334	WBGene00008166	saps-1	ortholog_one2many	II	11297700	11301254	PPP6R3	1	17.0648	19.2802
ENSG00000006788	HGNC Symbol	17	10300865	10373130	WBGene00009730	myo-6	ortholog_many2many	III	13409895	13423537	MYH13	-1	29.3086	45.9919
ENSG00000006788	HGNC Symbol	17	10300865	10373130	WBGene00003515	myo-3	ortholog_many2many	V	12226816	12234343	MYH13	-1	46.9556	46.2164
ENSG00000006788	HGNC Symbol	17	10300865	10373130	WBGene00003514	myo-2	ortholog_many2many	X	12468061	12475348	MYH13	-1	44.7884	44.5814
ENSG00000006788	HGNC Symbol	17	10300865	10373130	WBGene00019064	myo-5	ortholog_many2many	V	8108970	8118131	MYH13	-1	47.1104	46.2513
ENSG00000006788	HGNC Symbol	17	10300865	10373130	WBGene00002348	myo-1	ortholog_many2many	I	7258915	7267117	MYH13	-1	44.5304	44.5304
ENSG00000006788	HGNC Symbol	17	10300865	10373130	WBGene00006789	unc-54	ortholog_many2many	I	14855901	14863573	MYH13	-1	48.6068	47.9878
ENSG00000160716	HGNC Symbol	1	154567781	154580026	WBGene00000051	acr-12	ortholog_many2many	X	13532871	13536433	CHRNB2	1	36.255	31.7627
ENSG00000160716	HGNC Symbol	1	154567781	154580026	WBGene00006797	unc-63	ortholog_many2many	I	5141675	5149226	CHRNB2	1	41.6335	41.6335
ENSG00000160716	HGNC Symbol	1	154567781	154580026	WBGene00000047	acr-8	ortholog_many2many	X	10412725	10416630	CHRNB2	1	35.8566	33.5196
ENSG00000166165	HGNC Symbol	14	103519659	103523111	WBGene00017975	F32B5.1	ortholog_many2many	I	2700420	2702158	CKB	-1	38.3202	34.192
ENSG00000166165	HGNC Symbol	14	103519659	103523111	WBGene00018519	F46H5.3	ortholog_many2many	X	7230330	7238662	CKB	-1	39.1076	37.6263
ENSG00000166165	HGNC Symbol	14	103519659	103523111	WBGene00009706	argk-1	ortholog_many2many	V	16103894	16105950	CKB	-1	37.7953	38.7097
ENSG00000166165	HGNC Symbol	14	103519659	103523111	WBGene00013894	ZC434.8	ortholog_many2many	I	10348055	10349379	CKB	-1	37.7953	40
ENSG00000166165	HGNC Symbol	14	103519659	103523111	WBGene00021128	W10C8.5	ortholog_many2many	I	2853975	2855732	CKB	-1	38.0577	36.3409
ENSG00000138653	HGNC Symbol	4	114827763	115113876	WBGene00002028	hst-1	ortholog_one2many	IV	8688273	8691513	NDST4	-1	41.3991	42.3709
ENSG00000084073	HGNC Symbol	1	40258107	40294184	WBGene00001405	fce-1	ortholog_one2one	I	9711064	9712719	ZMPSTE24	1	38.9474	41.8552
ENSG00000177889	HGNC Symbol	12	93405673	93442262	WBGene00006708	ubc-13	ortholog_one2many	IV	2922591	2925691	UBE2N	-1	86.1842	86.755
